stimFile,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_respons.keys,key_respons.corr,key_respons.rt,session,noise,participant,frameRate,expName,date,
+.png,None,0,0,0,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,0,1,1,1,tab,1,0.116800785065,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,1,0,2,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,1,1,3,1,tab,1,0.133509874344,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,2,0,4,1,tab,1,0.166661977768,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,2,1,5,0,tab,0,0.183503866196,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,3,0,6,1,tab,1,0.183403015137,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,3,1,7,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,4,0,8,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,4,1,9,1,tab,1,0.166813850403,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,5,0,10,1,tab,1,0.200129032135,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,5,1,11,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,6,0,12,0,tab,0,0.133495092392,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,6,1,13,1,tab,1,0.183866024017,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,7,0,14,1,tab,1,0.183418989182,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,7,1,15,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,8,0,16,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,8,1,17,1,tab,1,0.216869831085,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,9,0,18,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,9,1,19,1,tab,1,0.183489084244,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,10,0,20,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,10,1,21,1,tab,1,0.250110864639,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,11,0,22,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,11,1,23,1,tab,1,0.150304079056,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,12,0,24,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,12,1,25,1,tab,1,0.167197942734,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,13,0,26,1,tab,1,0.233431816101,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,13,1,27,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,14,0,28,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,14,1,29,1,tab,1,0.233423948288,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,15,0,30,0,tab,0,0.216808795929,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,15,1,31,1,tab,1,0.166820049286,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,16,0,32,1,tab,1,0.300045013428,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,16,1,33,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,17,0,34,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,17,1,35,1,tab,1,0.166835069656,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,18,0,36,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,18,1,37,1,tab,1,0.150204896927,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,19,0,38,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,19,1,39,1,tab,1,0.133484840393,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,20,0,40,1,tab,1,0.283409833908,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,20,1,41,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,21,0,42,1,tab,1,0.150053977966,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,21,1,43,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,22,0,44,1,tab,1,0.183404922485,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,22,1,45,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,23,0,46,1,tab,1,0.333317995071,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,23,1,47,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,24,0,48,1,tab,1,0.166819810867,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,24,1,49,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,25,0,50,1,tab,1,0.216743946075,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,25,1,51,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,26,0,52,1,tab,1,0.133418083191,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,26,1,53,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,27,0,54,1,tab,1,0.133426904678,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,27,1,55,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,28,0,56,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,28,1,57,1,tab,1,0.150135993958,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
+.png,None,29,0,58,0,None,1,,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
x.png,tab,29,1,59,1,tab,1,0.166787862778,4,y,BJJ_18,60.0261611515,go_no-go,2017_maj_27_1038,
