stimFile,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_respons.keys,key_respons.corr,key_respons.rt,session,noise,participant,frameRate,expName,date,
+.png,None,0,0,0,0,None,1,,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
x.png,tab,0,1,1,1,tab,1,0.250439443043,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
x.png,tab,1,0,2,1,tab,1,0.218502346193,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
+.png,None,1,1,3,0,tab,0,0.156887061312,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
x.png,tab,2,0,4,1,tab,1,0.197351516457,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
+.png,None,2,1,5,0,None,1,,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
+.png,None,3,0,6,0,None,1,,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
x.png,tab,3,1,7,1,tab,1,0.219418047578,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
+.png,None,4,0,8,0,None,1,,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
x.png,tab,4,1,9,1,tab,1,0.281347937649,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
+.png,None,5,0,10,0,None,1,,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
x.png,tab,5,1,11,1,tab,1,0.187708091107,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
+.png,None,6,0,12,0,None,1,,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
x.png,tab,6,1,13,1,tab,1,0.216072524199,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
x.png,tab,7,0,14,1,tab,1,0.187733527273,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
+.png,None,7,1,15,0,None,1,,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
+.png,None,8,0,16,0,None,1,,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
x.png,tab,8,1,17,1,tab,1,0.250613926095,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
+.png,None,9,0,18,0,None,1,,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
x.png,tab,9,1,19,1,tab,1,0.187751377234,2,n,BJJ_11,31.9891195231,go_no-go,2017_maj_24_1849,
