stimFile,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_respons.keys,key_respons.corr,key_respons.rt,session,noise,participant,frameRate,expName,date,
x.png,tab,0,0,0,1,tab,1,0.316770792007,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
+.png,None,0,1,1,0,None,1,,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
+.png,None,1,0,2,0,tab,0,1.48302912712,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
x.png,tab,1,1,3,1,tab,1,0.233461141586,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
+.png,None,2,0,4,0,None,1,,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
x.png,tab,2,1,5,1,tab,1,0.133957862854,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
x.png,tab,3,0,6,1,tab,1,0.30010008812,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
+.png,None,3,1,7,0,tab,0,0.183473825455,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
+.png,None,4,0,8,0,None,1,,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
x.png,tab,4,1,9,1,tab,1,0.233483076096,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
x.png,tab,5,0,10,1,tab,1,0.216825008392,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
+.png,None,5,1,11,0,None,1,,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
+.png,None,6,0,12,0,None,1,,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
x.png,tab,6,1,13,1,tab,1,0.30003786087,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
x.png,tab,7,0,14,1,tab,1,0.283452033997,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
+.png,None,7,1,15,0,None,1,,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
x.png,tab,8,0,16,1,tab,1,0.233545064926,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
+.png,None,8,1,17,0,None,1,,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
x.png,tab,9,0,18,1,tab,1,0.2667760849,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
+.png,None,9,1,19,0,None,1,,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
+.png,None,10,0,20,0,None,1,,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
x.png,tab,10,1,21,1,tab,1,0.200167894363,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
+.png,None,11,0,22,0,None,1,,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
x.png,tab,11,1,23,1,tab,1,0.233448982239,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
+.png,None,12,0,24,0,None,1,,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
x.png,tab,12,1,25,1,tab,1,0.166815042496,2,n,BJJ7,60.0369872033,go_no-go,2017_maj_24_1806,
