stimFile,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_respons.keys,key_respons.corr,key_respons.rt,session,noise,participant,frameRate,expName,date,
+.png,None,0,0,0,0,tab,0,0.250424716854,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,0,1,1,1,tab,1,0.250285487389,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,1,0,2,1,tab,1,0.25038500072,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,1,1,3,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,2,0,4,1,tab,1,0.344127038028,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,2,1,5,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,3,0,6,1,tab,1,0.281405057292,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,3,1,7,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,4,0,8,1,tab,1,0.300771786366,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,4,1,9,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,5,0,10,1,tab,1,0.375413504778,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,5,1,11,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,6,0,12,1,tab,1,0.281614794047,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,6,1,13,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,7,0,14,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,7,1,15,1,tab,1,0.219327459228,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,8,0,16,1,tab,1,0.421718011261,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,8,1,17,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,9,0,18,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,9,1,19,1,tab,1,0.437737878179,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,10,0,20,1,tab,1,0.281721447362,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,10,1,21,0,tab,0,0.406962365727,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,11,0,22,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,11,1,23,1,tab,1,0.375721862307,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,12,0,24,1,tab,1,0.531640564906,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,12,1,25,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,13,0,26,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,13,1,27,1,tab,1,0.375625472749,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,14,0,28,1,tab,1,0.376490301918,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,14,1,29,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,15,0,30,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,15,1,31,1,tab,1,0.375382713741,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,16,0,32,1,tab,1,0.438463031664,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,16,1,33,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,17,0,34,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,17,1,35,1,tab,1,0.437567411456,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,18,0,36,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,18,1,37,1,tab,1,0.438014105894,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,19,0,38,1,tab,1,0.312971768086,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,19,1,39,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,20,0,40,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,20,1,41,1,tab,1,0.375896791695,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,21,0,42,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,21,1,43,1,tab,1,0.333795944112,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,22,0,44,1,tab,1,0.312986494275,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,22,1,45,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,23,0,46,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,23,1,47,1,tab,1,0.531603526324,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,24,0,48,1,tab,1,0.437549115159,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,24,1,49,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
x.png,tab,25,0,50,1,tab,1,0.282032928662,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,25,1,51,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
+.png,None,26,0,52,0,None,1,,3,y,KM_13,31.9484839234,go_no-go,2017_maj_25_1543,
