stimFile,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_respons.keys,key_respons.corr,key_respons.rt,session,noise,participant,frameRate,expName,date,
+.png,None,0,0,0,0,space,0,0.156654565886,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,0,1,1,1,space,1,0.155972252251,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,1,0,2,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,1,1,3,1,space,1,0.1257929274,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,2,0,4,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,2,1,5,1,space,1,0.162314332789,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,3,0,6,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,3,1,7,1,space,1,0.156543896359,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,4,0,8,1,space,1,0.188549269165,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,4,1,9,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,5,0,10,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,5,1,11,1,space,1,0.21910924383,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,6,0,12,1,space,1,0.282063273538,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,6,1,13,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,7,0,14,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,7,1,15,1,space,1,0.219401090173,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,8,0,16,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,8,1,17,1,space,1,0.188787565741,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,9,0,18,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,9,1,19,1,space,1,0.219289974368,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,10,0,20,1,space,1,0.250345730863,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,10,1,21,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,11,0,22,1,space,1,0.178651036113,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,11,1,23,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,12,0,24,0,space,0,0.156833065208,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,12,1,25,1,space,1,0.250469341583,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,13,0,26,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,13,1,27,1,space,1,0.219063280267,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,14,0,28,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,14,1,29,1,space,1,0.250396603136,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,15,0,30,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,15,1,31,1,space,1,0.284839384083,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,16,0,32,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,16,1,33,1,space,1,0.2192654307,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,17,0,34,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,17,1,35,1,space,1,0.157021382009,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,18,0,36,1,space,1,0.281312683888,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,18,1,37,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,19,0,38,1,space,1,0.157473431493,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
+.png,None,19,1,39,0,None,1,,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
x.png,space,20,0,40,1,space,1,0.202672580956,1,y,BJJ_2,31.9945545584,go_no-go,2017_maj_23_2357,
