stimFile,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_respons.keys,key_respons.corr,key_respons.rt,session,noise,participant,frameRate,expName,date,
x.png,tab,0,0,0,1,tab,1,0.200130939484,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,0,1,1,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,1,0,2,1,tab,1,0.250109195709,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,1,1,3,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,2,0,4,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,2,1,5,1,tab,1,0.216771841049,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,3,0,6,1,tab,1,0.250110864639,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,3,1,7,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,4,0,8,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,4,1,9,1,tab,1,0.28342294693,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,5,0,10,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,5,1,11,1,tab,1,0.233435153961,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,6,0,12,1,tab,1,0.316699028015,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,6,1,13,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,7,0,14,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,7,1,15,1,tab,1,0.300048112869,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,8,0,16,1,tab,1,0.383344173431,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,8,1,17,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,9,0,18,1,tab,1,0.233418941498,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,9,1,19,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,10,0,20,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,10,1,21,1,tab,1,0.283434152603,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,11,0,22,1,tab,1,0.383404016495,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,11,1,23,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,12,0,24,1,tab,1,0.466743946075,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,12,1,25,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,13,0,26,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,13,1,27,1,tab,1,0.166742086411,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,14,0,28,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,14,1,29,1,tab,1,0.26682806015,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,15,0,30,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,15,1,31,1,tab,1,0.333411931992,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,16,0,32,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,16,1,33,1,tab,1,0.333410978317,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,17,0,34,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,17,1,35,1,tab,1,0.216784954071,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,18,0,36,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,18,1,37,1,tab,1,0.216792106628,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,19,0,38,1,tab,1,0.316828966141,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,19,1,39,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,20,0,40,1,tab,1,0.200122117996,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,20,1,41,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,21,0,42,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,21,1,43,1,tab,1,0.366617202759,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,22,0,44,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,22,1,45,1,tab,1,0.333372116089,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,23,0,46,1,tab,1,0.300109863281,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,23,1,47,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,24,0,48,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,24,1,49,1,tab,1,0.233440876007,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,25,0,50,1,tab,1,0.216820001602,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,25,1,51,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,26,0,52,1,tab,1,0.216777086258,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,26,1,53,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,27,0,54,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,27,1,55,1,tab,1,0.350611925125,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,28,0,56,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
x.png,tab,28,1,57,1,tab,1,0.400020122528,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
+.png,None,29,0,58,0,None,1,,2,n,BJJ3,60.0276215815,go_no-go,2017_maj_24_1706,
