stimFile,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_respons.keys,key_respons.corr,key_respons.rt,session,noise,participant,frameRate,expName,date,
+.png,None,0,0,0,0,None,1,,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
x.png,tab,0,1,1,1,tab,1,0.23402094841,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
x.png,tab,1,0,2,1,tab,1,0.350075006485,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
+.png,None,1,1,3,0,None,1,,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
+.png,None,2,0,4,0,None,1,,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
x.png,tab,2,1,5,1,tab,1,0.233383893967,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
x.png,tab,3,0,6,1,tab,1,0.366746902466,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
+.png,None,3,1,7,0,None,1,,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
x.png,tab,4,0,8,1,tab,1,0.216789007187,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
+.png,None,4,1,9,0,None,1,,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
x.png,tab,5,0,10,1,tab,1,0.333396911621,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
+.png,None,5,1,11,0,None,1,,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
+.png,None,6,0,12,0,None,1,,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
x.png,tab,6,1,13,1,tab,1,0.266747951508,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
+.png,None,7,0,14,0,None,1,,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
x.png,tab,7,1,15,1,tab,1,0.300085783005,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
+.png,None,8,0,16,0,None,1,,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
x.png,tab,8,1,17,1,tab,1,0.333376169205,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
x.png,tab,9,0,18,1,tab,1,0.333471059799,4,y,MMA17,60.0236699939,go_no-go,2017_maj_25_2115,
