stimFile,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_respons.keys,key_respons.corr,key_respons.rt,session,noise,participant,frameRate,expName,date,
x.png,tab,0,0,0,1,tab,1,0.416845798492,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,0,1,1,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,1,0,2,1,tab,1,0.116860151291,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,1,1,3,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,2,0,4,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,2,1,5,1,tab,1,0.133455991745,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,3,0,6,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,3,1,7,1,tab,1,0.166829109192,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,4,0,8,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,4,1,9,1,tab,1,0.266751766205,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,5,0,10,1,tab,1,0.2501039505,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,5,1,11,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,6,0,12,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,6,1,13,1,tab,1,0.200117111206,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,7,0,14,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,7,1,15,1,tab,1,0.116909980774,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,8,0,16,1,tab,1,0.200150966644,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,8,1,17,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,9,0,18,1,tab,1,0.100190162659,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,9,1,19,0,tab,0,0.200085878372,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,10,0,20,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,10,1,21,1,tab,1,0.216786146164,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,11,0,22,1,tab,1,0.216836929321,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,11,1,23,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,12,0,24,1,tab,1,0.0834090709686,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,12,1,25,0,tab,0,0.883135080338,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,13,0,26,1,tab,1,0.1502430439,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,13,1,27,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,14,0,28,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,14,1,29,1,tab,1,0.166747093201,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,15,0,30,1,tab,1,0.116794109344,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,15,1,31,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,16,0,32,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,16,1,33,1,tab,1,0.233433008194,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,17,0,34,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,17,1,35,1,tab,1,0.134211778641,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,18,0,36,1,tab,1,0.30007481575,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,18,1,37,0,tab,0,0.26673078537,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,19,0,38,1,tab,1,0.233358860016,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,19,1,39,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,20,0,40,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,20,1,41,1,tab,1,0.150130987167,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,21,0,42,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,21,1,43,1,tab,1,0.250087022781,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,22,0,44,0,None,1,,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,22,1,45,1,tab,1,0.266812086105,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
+.png,None,23,0,46,0,tab,0,0.166811943054,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,23,1,47,1,tab,1,0.466664075851,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
x.png,tab,24,0,48,1,tab,1,0.333429098129,2,y,BJJ8,60.0312300071,go_no-go,2017_maj_24_1854,
