stimFile,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_respons.keys,key_respons.corr,key_respons.rt,session,noise,participant,frameRate,expName,date,
x.png,space,0,0,0,1,space,1,0.375448312145,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
+.png,None,0,1,1,0,None,1,,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
x.png,space,1,0,2,1,space,1,0.437541975232,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
+.png,None,1,1,3,0,None,1,,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
+.png,None,2,0,4,0,None,1,,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
x.png,space,2,1,5,1,space,1,0.156952213496,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
+.png,None,3,0,6,0,None,1,,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
x.png,space,3,1,7,1,space,1,0.219041414093,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
x.png,space,4,0,8,1,space,1,0.250372059527,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
+.png,None,4,1,9,0,space,0,0.188138720754,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
+.png,None,5,0,10,0,None,1,,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
x.png,space,5,1,11,1,space,1,0.156688480754,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
+.png,None,6,0,12,0,None,1,,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
x.png,space,6,1,13,1,space,1,0.188235556649,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
+.png,None,7,0,14,0,None,1,,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
x.png,space,7,1,15,1,space,1,0.150199584546,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
+.png,None,8,0,16,0,None,1,,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
x.png,space,8,1,17,1,space,1,0.282277026447,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
x.png,space,9,0,18,1,space,1,0.187909349101,1,n,judo_1,31.9549531576,go_no-go,2017_maj_23_1535,
